,index,Cotacao,Cresc.5anos,DY,Div.Brut/Pat.,EV/EBIT,EV/EBITDA,Liq.2meses,Liq.Corr.,Mrg.Ebit,Mrg.Liq.,P/ACL,P/Ativo,P/Cap.Giro,P/EBIT,P/L,P/VP,PSR,Pat.Liq,ROE,ROIC,change,closingPrice,eps,high,lastPrice,lastYearHigh,lastYearLow,low,marketCap,name,pe,priceOpen,shares,volume,volumeAvg,sector,subSector,segment
271,LPSB3,4.29,0.104,0.0,0.0,10.42,7.38,4575160.0,2.6,0.2546,0.1385,-13.45,1.606,5.95,13.29,97.16,3.51,3.385,180464000.0,0.0361,0.1909,-1.17,4.29,0.04,4.31,4.24,6.22,3.07,4.2,625631470,LPS Brasil - Consultoria de Imoveis SA,96.04,4.29,147554631,219100,1049900,Financeiro e Outros,Exploração de Imóveis,Intermediação Imobiliária
272,LREN3,46.28,0.0413,0.0066,0.72,68.35,29.86,450182000.0,1.86,0.0858,0.1293,-36.03,2.822,10.93,66.79,44.32,7.75,5.732,5365470000.0,0.1748,0.0577,-2.48,46.28,1.18,46.1,45.13,49.9,35.73,44.58,40549662486,Lojas Renner SA,38.18,46.08,898507875,6210700,8853030,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados
273,LUPA3,7.09,-0.2964,0.0,0.94,-13.46,-18.2,23922000.0,2.47,-0.3873,0.7021,-1.27,0.406,1.68,-8.78,4.84,1.48,3.401,136531000.0,0.3053,-0.0496,0.99,7.09,-4.13,7.35,7.16,11.86,1.82,7.11,203900327,Lupatech SA,0.0,7.2,28477701,810900,2427283,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços
274,LUXM4,73.49,0.0303,0.0854,0.24,28.79,13.44,44310.2,1.98,0.1255,0.0869,-23.03,2.526,19.61,28.64,41.35,4.01,3.595,95320000.0,0.0969,0.1051,0.0,73.49,1.78,73.49,73.49,74.5,30.0,72.88,381853955,Trevisa Investimentos SA Preference Shares,41.35,72.88,2898000,300,416,Bens Industriais,Transporte,Transporte Hidroviário
275,LWSA3,27.92,0.3425,0.001,0.05,338.88,136.78,218349000.0,5.57,0.0763,0.025,8.57,4.194,6.96,393.54,1198.92,5.56,30.015,2942120000.0,0.0046,0.0284,-0.9,27.92,0.03,28.17,27.67,35.06,8.38,27.44,16199722516,LocaWeb Servicos de Internet SA,1029.43,27.94,585461772,2520300,8257160,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
276,MAPT3,37.0,0.0,0.0,0.0,-255.66,-255.66,352.38,0.0,0.0,0.0,-5.16,43.988,-871.87,-255.66,-220.8,-5.85,0.0,-5811000.0,0.0265,-0.181,0.0,37.0,-0.17,0.0,37.0,65.0,0.01,0.0,38293198,Cemepe Investimentos SA,0.0,0.0,454455,0,3,Financeiro e Outros,Outros,Outros
277,MAPT4,48.0,0.0,0.0,0.0,-331.67,-331.67,2560.36,0.0,0.0,0.0,-6.7,57.066,-1131.08,-331.67,-286.44,-7.59,0.0,-5811000.0,0.0265,-0.181,-2.08,48.0,-0.17,47.0,47.0,68.0,5.5,47.0,38293198,Cemepe Investimentos SA Preference Shares,0.0,47.0,464440,100,80,Financeiro e Outros,Outros,Outros
278,MATD3,16.28,0.0,0.0,0.93,33.26,27.2,11767000.0,1.3,0.2409,0.1012,-15.72,4.882,45.33,33.42,79.57,22.14,8.052,261061000.0,0.2783,0.2022,0.0,16.28,0.29,16.44,16.28,17.35,15.1,16.14,5780329831,Hospital Mater Dei Sa,55.73,16.29,355057093,120600,538150,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
279,MBLY3,15.85,0.0,0.0,0.08,-34.83,-189.82,3345660.0,4.25,-0.0512,-0.0834,2.94,1.809,2.72,-50.09,-30.75,2.43,2.564,694917000.0,-0.079,-0.1356,1.07,15.85,-0.52,16.17,16.02,28.33,15.73,15.76,3407676800,Mobly SA,0.0,16.17,106489904,30700,199130,Consumo Cíclico,Comércio,Produtos Diversos
280,MDIA3,30.52,0.0752,0.0183,0.32,34.49,18.69,38655100.0,3.13,0.044,0.0903,14.13,0.993,3.39,33.09,16.12,1.55,1.456,6678860000.0,0.0961,0.0377,1.61,30.52,1.89,31.07,31.01,41.82,25.35,30.35,10512390077,M. Dias Branco SA Ind Com de Alimentos,16.43,30.73,339000000,304200,1259420,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
281,MDNE3,10.47,-0.0425,0.0,0.13,13.38,12.5,3268720.0,2.04,0.1119,-0.0885,-3.64,0.408,1.9,13.06,-17.5,0.87,1.462,1021700000.0,-0.0497,0.0336,-1.81,10.47,-0.79,10.6,10.28,12.85,6.92,10.28,875415640,Moura Dubeux Engenharia S.A.,0.0,10.52,84909375,184700,392856,Consumo Cíclico,Construção Civil,Incorporações
282,MEAL3,4.5,-0.0529,0.0,0.61,-7.18,-57.37,18085500.0,1.68,-0.1853,-0.4355,-1.41,0.465,4.55,-6.27,-2.67,1.11,1.162,1160480000.0,-0.4161,-0.0975,-1.33,4.5,-3.34,4.65,4.44,5.46,2.75,4.42,1271480596,International Meal Company Alimentcao SA,0.0,4.56,286369530,5344500,4567430,Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares
283,MELK3,6.59,0.0,0.001,0.06,11.43,10.87,4492900.0,3.1,0.1096,0.1116,1.38,0.747,1.24,20.42,25.34,1.18,2.238,1161880000.0,0.0465,0.0591,-1.67,6.59,0.39,6.64,6.48,8.59,5.21,6.43,1347641067,Melnick Even Desenvolvimento Imobilir SA,16.67,6.58,207969341,157900,734363,Consumo Cíclico,Construção Civil,Incorporações
284,MERC3,27.0,-0.3072,0.0,0.0,0.0,0.0,41642.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.28,1.95,0.0,248946000.0,0.0347,0.0,0.0,27.0,0.48,0.0,27.0,45.04,8.11,0.0,376643900,Mercantil do Brasil Financeira SA CFI,56.28,0.0,10179565,0,850,Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento
285,MERC4,13.0,-0.3072,0.038,0.0,0.0,0.0,19678.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,0.94,0.0,248946000.0,0.0347,0.0,0.0,13.0,0.48,13.0,13.0,17.0,10.01,12.9,376643900,Mercantil do Brasil Financeira SA CFI Preference Shares,27.1,12.9,7830435,300,1880,Financeiro e Outros,Intermediários Financeiros,Soc. Crédito e Financiamento
286,MGEL4,19.61,0.1029,0.0,-1.86,13.33,10.12,423453.0,2.42,0.0994,0.0738,-0.2,0.242,0.61,1.89,2.55,-0.27,0.188,-415895000.0,-0.1068,0.186,-1.58,19.61,7.68,19.62,19.3,23.34,5.15,19.3,71718179,Mangels Industrial SA Preference Shares,2.51,19.62,3715969,700,26090,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
287,MGLU3,21.27,0.325,0.0023,0.23,157.17,87.27,451105000.0,1.34,0.0274,0.0192,-192.28,6.114,36.88,156.85,223.12,19.01,4.294,7270690000.0,0.0852,0.0623,-2.07,21.27,0.09,21.34,20.83,28.31,17.05,20.66,135372669744,Magazine Luiza SA,219.98,21.33,6498926848,8789300,21780280,Consumo Cíclico,Comércio,Eletrodomésticos
288,MILS3,8.43,0.1543,0.0028,0.23,59.5,11.04,16017400.0,3.54,0.0624,0.0068,10.11,1.423,4.96,63.7,584.33,1.92,3.977,1106420000.0,0.0033,0.0317,-1.07,8.43,0.02,8.44,8.34,9.43,4.81,8.32,2103086162,Mills Estruturas e Servicos de Engnhr SA,475.76,8.43,252168730,203100,1814070,Bens Industriais,Serviços,Serviços Diversos
289,MMXM3,14.0,-0.2851,0.0,-0.32,18.64,18.64,2636680.0,0.01,0.0,0.0,-0.09,0.71,-0.1,4.7,-2.17,-0.11,0.0,-842661000.0,0.0497,0.2593,0.0,14.0,-6.46,0.0,14.0,58.45,1.62,0.0,90834576,MMX Mineracao e Mtlcs SA Em Rcco Judcl,0.0,0.0,6488183,0,92343,Materiais Básicos,Mineração,Minerais Metálicos
290,MNDL3,68.96,0.0642,0.0,-1.61,6.87,5.7,156310.0,0.35,0.1019,0.0079,-0.18,0.149,-0.27,2.99,38.75,-1.22,0.305,-140657000.0,-0.0314,0.0534,0.0,68.96,1.78,0.0,68.96,69.0,20.0,0.0,171038727,Mundial SA Produtos de Consumo,38.74,0.0,2480260,0,4986,Consumo Cíclico,Tecidos. Vestuário e Calçados,Acessórios
291,MNPR3,18.03,0.0804,0.0,-0.0,2.5,2.22,740263.0,0.21,0.1979,0.0638,-0.25,0.524,-0.32,2.49,7.73,-0.34,0.493,-375339000.0,-0.0441,0.2209,1.77,18.03,2.33,18.57,18.35,25.99,4.55,17.7,130286819,Minupar Participacoes SA,7.87,18.57,7100100,6200,40930,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
292,MOAR3,301.0,1.5045,0.0372,0.43,-88.61,-90.5,32033.3,3.8,-0.3568,1.9551,832.59,2.258,7.26,-94.3,17.21,3.89,33.65,947464000.0,0.2261,-0.0388,0.33,301.0,17.49,302.0,302.0,302.01,135.1,302.0,3699865420,Monteiro Aranha SA,17.27,302.0,12251221,100,66,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
293,MODL11,15.59,0.0,0.0,0.0,0.0,0.0,15496500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,589859000.0,0.0,0.0,0.64,15.59,0.11,15.79,15.69,19.96,15.43,15.45,3682965378,Banco Modal SA Unit,143.03,15.59,0,271300,555656,Financeiro e Outros,Intermediários Financeiros,Bancos
294,MOSI3,19.75,0.0,0.0,0.0,37.78,33.63,26458000.0,10.25,0.2164,0.2148,4.58,3.443,4.56,48.29,48.64,3.77,10.45,663824000.0,0.0774,0.3784,-0.96,19.75,0.41,19.81,19.56,45.99,19.25,19.51,4952425604,Mosaico Tecnologia ao Consumidor SA,48.2,19.75,126595780,380600,1296186,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
295,MOVI3,19.26,0.1895,0.0077,3.86,20.5,12.52,39676300.0,2.08,0.1488,0.0858,-0.83,0.441,2.94,9.97,17.3,2.45,1.484,2349550000.0,0.1417,0.0633,-1.61,19.26,1.06,19.49,18.95,21.91,12.41,18.92,5664553178,Movida Participacoes SA,17.93,19.36,298921014,815400,2191693,Consumo Cíclico,Diversos,Aluguel de carros
296,MRFG3,18.76,0.4605,0.0109,12.71,3.69,3.16,198747000.0,1.31,0.1211,0.0712,-0.71,0.32,2.97,1.55,3.59,5.75,0.187,2322490000.0,1.6009,0.3068,0.27,18.76,5.31,19.01,18.81,21.21,12.13,18.59,13373753577,Marfrig Global Foods SA,3.53,18.61,711369913,2640000,11735013,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
297,MRVE3,16.85,0.117,0.0485,0.83,14.85,12.93,60437000.0,2.16,0.1177,0.0953,-2.07,0.433,1.72,10.27,13.97,1.42,1.208,5740880000.0,0.1014,0.0463,-0.71,16.85,1.2,16.81,16.73,21.76,15.46,16.55,8078498528,MRV Engenharia e Participacoes SA,13.93,16.8,482875033,1250800,3545333,Consumo Cíclico,Construção Civil,Incorporações
298,MTIG4,51.0,-0.052,0.0,2.02,-6.08,-8.39,7273.67,0.71,-0.1402,0.0271,-0.17,0.073,-0.52,-0.84,4.32,0.32,0.117,38517600.0,0.0738,-0.0955,0.0,51.0,11.78,0.0,51.0,80.0,25.0,0.0,0,Metalgrafica Iguacu SA Preference Shares,4.33,0.0,160896,0,76,Materiais Básicos,Embalagens,Embalagens
299,MTRE3,12.0,0.4322,0.0373,0.04,14.13,13.26,13830600.0,4.29,0.0961,0.0977,1.7,0.955,1.54,29.46,29.66,1.28,2.831,995408000.0,0.043,0.0702,-2.5,12.0,0.46,12.0,11.7,18.0,10.25,11.64,2283362602,Mitre Realty Emprndmnts e Prtcpcs SA,25.67,12.0,105774820,319000,1405440,Consumo Cíclico,Construção Civil,Incorporações
300,MTSA4,46.0,0.1503,0.0405,0.18,7.34,6.26,194497.0,2.83,0.122,0.1654,2.15,1.016,2.02,8.48,6.26,1.46,1.035,288125000.0,0.2332,0.1717,-2.01,45.72,7.35,45.99,44.8,46.64,16.0,44.0,466785976,Metisa Metalurgica Timboense SA Preference Shares,6.09,45.99,4924733,1100,4410,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
301,MULT3,25.99,-0.0041,0.0175,0.5,37.63,25.87,139134000.0,1.51,0.4563,0.8146,-6.39,1.483,25.57,33.48,18.75,2.49,15.276,6277370000.0,0.1327,0.0505,-3.69,25.99,1.4,25.86,25.03,28.41,18.36,24.93,14152252949,Multiplan Empreendiment. Imobiliarios SA,17.93,25.7,565185834,3176400,5546170,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
302,MWET3,45.0,0.088,0.0,-0.26,-20.62,-59.21,15373.1,0.4,-0.0421,0.1903,-0.29,0.487,-1.18,-13.92,3.08,-0.52,0.585,-179639000.0,-0.1676,-0.0394,-6.67,45.0,14.63,42.21,42.0,184.0,6.01,42.0,63103968,Wetzel SA,2.87,42.21,686001,200,90,Bens Industriais,Material de Transporte,Material Rodoviário
303,MWET4,20.01,0.088,0.0,-0.26,-12.89,-37.02,441119.0,0.4,-0.0421,0.1903,-0.13,0.217,-0.52,-6.19,1.37,-0.23,0.26,-179639000.0,-0.1676,-0.0394,8.2,20.01,14.63,21.9,21.65,23.9,3.29,20.15,63103968,Wetzel SA Preference Shares,1.48,20.2,1372002,12700,19136,Bens Industriais,Material de Transporte,Material Rodoviário
304,MYPK3,15.99,0.0977,0.0,1.45,37.14,8.6,35244300.0,0.99,0.0181,-0.0385,-0.71,0.18,-28.88,14.01,-5.47,0.64,0.254,3838540000.0,-0.1171,0.0168,-1.06,15.99,-2.95,15.99,15.82,17.89,11.33,15.74,2430305359,Iochpe Maxion SA,0.0,15.99,153719601,400200,2467926,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
305,NEOE3,17.79,0.2034,0.0216,1.41,7.72,6.08,40082800.0,1.33,0.1838,0.0982,-0.61,0.299,5.87,3.45,6.67,0.99,0.634,21884000000.0,0.148,0.0967,-0.96,17.79,0.04,17.82,17.62,22.69,15.05,17.54,21387104158,Neoenergia SA,6.62,17.81,7504760320,503600,2287403,Utilidade Pública,Energia Elétrica,Energia Elétrica
306,NGRD3,6.18,0.0,0.002,0.24,33.44,23.19,17271100.0,4.63,0.1679,0.0716,7.76,2.14,4.51,39.88,93.46,3.19,6.696,462372000.0,0.0341,0.1137,-0.49,6.18,0.08,6.21,6.15,12.38,4.41,6.12,1470159115,Neogrid Participacoes SA,78.75,6.16,238662330,488000,2112650,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
307,NORD3,20.6,0.7964,0.0,-0.27,-188.14,-188.14,47039.4,0.03,-0.5673,-0.5427,-0.87,7.883,-2.92,-147.77,-154.47,-0.97,83.831,-140225000.0,0.0063,-0.054,-0.29,20.6,-0.13,20.54,20.54,60.0,4.0,19.31,136005307,Nordon Industrias Metalurgicas SA,0.0,19.31,6621486,1200,783,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
308,NTCO3,57.31,0.0,0.0,0.49,35.14,16.46,344964000.0,1.18,0.0632,0.0001,-5.13,1.276,28.87,32.11,5112.49,2.75,2.03,28691300000.0,0.0005,0.0505,-1.31,57.31,0.04,57.29,56.56,59.7,38.91,56.3,77877316359,Natura & Co Holding SA,1377.79,56.81,1376654532,1714900,6543016,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal
309,ODPV3,12.92,0.0721,0.0591,0.0,9.63,9.26,12024300.0,1.99,0.3545,0.2237,18.4,3.378,12.46,10.99,17.39,5.3,3.896,1295490000.0,0.3046,0.5373,-1.16,12.92,0.74,12.9,12.77,15.48,11.8,12.72,6784634839,Odontoprev SA,17.22,12.9,531294792,270500,1029180,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
310,OFSA3,35.13,0.1498,0.0174,0.68,14.93,12.52,1532900.0,2.8,0.1742,0.1288,13.66,1.707,4.35,13.83,18.7,3.32,2.408,571217000.0,0.1775,0.1715,-0.34,35.13,1.88,35.95,35.01,42.0,25.85,34.66,1888754749,Ouro Fino Saude Animal Participacoes SA,18.63,35.09,53949006,19200,39910,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
311,OIBR3,1.55,-0.2448,0.0,6.62,-10.31,75.51,105093000.0,1.5,-0.4939,-1.1489,-0.27,0.128,0.81,-2.76,-1.19,2.17,1.362,4260170000.0,-1.8201,-0.0512,-0.65,1.55,-1.3,1.55,1.54,2.59,1.08,1.53,9294405299,Oi SA em Recuperacao Judicial,0.0,1.55,5796477760,18605800,60838156,Comunicações,Telecomunicações,Telecomunicações
312,OIBR4,2.23,-0.2448,0.0,6.62,-11.52,84.37,3865680.0,1.5,-0.4939,-1.1489,-0.39,0.184,1.17,-3.97,-1.71,3.12,1.96,4260170000.0,-1.8201,-0.0512,-0.45,2.23,-1.3,2.23,2.22,4.08,1.44,2.21,9294405299,Oi SA em Recuperacao Judicial Preference Shares,0.0,2.23,157727241,544400,1525443,Comunicações,Telecomunicações,Telecomunicações
313,OMGE3,38.51,0.4762,0.0,1.82,29.28,17.21,25869000.0,3.14,0.3394,0.0099,-1.39,0.682,5.9,17.4,688.04,2.07,5.906,3641900000.0,0.003,0.0455,-1.4,38.51,-0.01,38.77,37.97,43.5,32.38,37.93,7450747023,Omega Geracao SA,0.0,38.77,196227235,147700,634136,Utilidade Pública,Energia Elétrica,Energia Elétrica
314,OPCT3,8.6,0.0,0.0,0.88,103.8,15.7,6267050.0,3.35,0.0258,-0.0378,290.44,0.902,2.46,104.55,-71.5,1.87,2.7,917748000.0,-0.0262,0.016,-0.7,8.6,-0.14,8.6,8.54,11.48,7.05,8.4,3415308244,Oceanpact Servicos Maritimos Sa,0.0,8.58,199959554,70200,773693,Bens Industriais,Transporte,Transporte Hidroviário
315,ORVR3,26.38,0.0,0.0,0.94,37.31,19.0,7548410.0,2.24,0.1301,-0.0329,-14.5,1.836,6.7,37.33,-42.95,5.06,4.857,372441000.0,-0.1178,0.0798,-1.18,26.38,-0.23,26.38,26.07,27.99,19.1,25.9,1864843983,Orizon Valorizacao de Residuos SA,0.0,26.13,71449970,60700,329250,Utilidade Pública,Água e Saneamento,Água e Saneamento
316,OSXB3,10.0,0.055,0.0,-0.82,-121.68,-200.74,263345.0,0.03,-2.9901,-68.0665,-0.0,0.021,-0.06,-0.84,-0.04,-0.01,2.505,-5550780000.0,0.1568,-0.0298,0.0,10.0,-271.16,10.01,10.0,45.5,3.5,10.0,31480380,OSX BRASIL SA,0.0,10.01,3148038,2100,14766,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Equipamentos e Serviços
317,PARD3,22.2,0.1339,0.015,0.57,10.72,7.76,7857510.0,1.67,0.1701,0.0968,-7.87,1.464,8.43,10.28,18.08,3.85,1.748,755270000.0,0.2129,0.1961,0.45,22.2,1.25,22.63,22.3,30.15,17.86,22.1,2920822680,Instituto Hermes Pardini SA,17.82,22.26,130978595,249800,378723,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos
318,PATI3,103.5,0.2151,0.0247,0.59,7.24,6.99,31497.2,2.6,0.1522,0.0991,4.4,1.264,2.48,7.08,10.87,2.76,1.078,686290000.0,0.2534,0.3228,0.0,103.5,9.52,0.0,103.5,103.5,15.0,0.0,1902555630,Panatlantica SA,10.87,0.0,17487075,0,286,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
319,PATI4,112.99,0.2151,0.0334,0.59,7.89,7.61,11895.8,2.6,0.1522,0.0991,4.81,1.38,2.71,7.73,11.87,3.01,1.177,686290000.0,0.2534,0.3228,0.0,112.99,9.52,0.0,112.99,120.0,26.0,0.0,1902555630,Panatlantica SA Preference Shares,11.87,0.0,782695,0,73,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
320,PCAR3,40.38,0.0876,0.0538,0.62,3.83,2.58,154888000.0,0.87,0.0931,0.0582,-0.57,0.217,-5.23,2.65,4.48,0.78,0.247,14008000000.0,0.1729,0.1068,0.32,40.38,9.04,41.39,40.51,90.8,17.41,39.82,2184851172,Companhia Brasileira de Distribuicao,4.47,41.21,268895673,3614500,3492823,Consumo não Cíclico,Comércio e Distribuição,Alimentos
321,PDGR3,6.96,-0.0374,0.0,-0.23,-48.17,-52.12,1279810.0,0.36,-0.1261,-1.9734,-0.07,0.236,-0.17,-12.19,-0.78,-0.07,1.537,-5538610000.0,0.0903,-0.0235,-0.14,6.96,-61.64,7.2,6.95,8.75,3.39,6.85,390127536,PDG Realty SA Empreend e Participacoes,0.0,6.96,56133457,121200,188290,Consumo Cíclico,Construção Civil,Incorporações
322,PDTC3,7.5,3.258,0.0,0.83,43.09,28.61,3400520.0,1.82,0.0836,0.1017,35.81,1.562,4.52,41.6,34.19,5.71,3.475,103012000.0,0.1671,0.0552,0.93,7.5,0.22,7.76,7.57,10.79,3.55,7.44,580702283,Padtec Holding SA,34.5,7.6,78449779,30900,291926,Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos
323,PEAB3,65.0,-0.1997,0.4668,0.0,-16.0,-19.31,19447.8,24.55,-0.3738,4.9484,3.78,1.329,3.09,-23.17,1.75,1.47,8.661,567669000.0,0.8406,-0.0979,0.0,65.0,37.13,0.0,65.0,114.0,40.06,0.0,873818900,Companhia de Participacoes Alianca Bahia,1.75,0.0,6425139,0,40,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
324,PEAB4,71.0,-0.1997,0.4701,0.0,-18.14,-21.89,10221.9,24.55,-0.3738,4.9484,4.13,1.451,3.37,-25.31,1.91,1.61,9.46,567669000.0,0.8406,-0.0979,0.0,71.0,37.13,0.0,71.0,125.0,45.0,0.0,873818900,Companhia de Participacoes Alianca Bahia Preference Shares,1.91,0.0,6425139,0,196,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
325,PETR3,29.34,0.0042,0.0351,1.29,6.7,4.21,560510000.0,1.24,0.378,0.2024,-0.73,0.383,12.97,3.58,6.74,1.22,1.353,313395000000.0,0.1812,0.119,-1.3,29.34,4.35,29.43,28.96,32.34,17.74,28.9,75391274270,Petroleo Brasileiro SA Petrobras,6.65,29.32,7442454142,5098200,22180980,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
326,PETR4,28.95,0.0042,0.0274,1.29,6.65,4.18,1905450000.0,1.24,0.378,0.2024,-0.72,0.378,12.8,3.53,6.65,1.2,1.335,313395000000.0,0.1812,0.119,-0.73,28.95,4.35,29.08,28.74,31.76,17.74,28.67,75391274270,Petroleo Brasileiro SA Petrobras Preference Shares,6.6,29.0,5602042788,18007800,77909400,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição
327,PETZ3,24.44,0.0,0.0016,0.81,68.79,33.14,89166000.0,1.26,0.0883,0.0316,-17.45,4.933,54.09,68.52,191.49,17.69,6.047,544419000.0,0.0924,0.106,0.33,24.44,0.13,24.89,24.52,25.42,13.72,24.26,9601565874,Pet Center Comercio e Participacoes SA,187.33,24.8,393991198,799100,4019660,Consumo Cíclico,Comércio,Produtos Diversos
328,PFRM3,6.6,0.086,0.0,0.57,5.91,3.87,3141660.0,1.43,0.0359,0.0118,6.43,0.198,0.96,4.08,13.52,0.77,0.146,1055220000.0,0.0573,0.0829,-0.76,6.6,0.43,6.63,6.55,8.03,4.34,6.45,810973208,Profarma Distribuidora de Produts Frm SA,15.35,6.63,123812773,133500,458620,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
329,PGMN3,11.99,0.052,0.0,0.42,16.19,9.42,14790000.0,1.67,0.0503,0.0188,-9.17,0.925,4.14,15.18,40.62,2.69,0.763,1976200000.0,0.0663,0.0871,-1.83,11.99,0.32,11.95,11.77,13.14,7.83,11.71,5223302573,Empreendimentos Pague Menos SA,36.28,11.78,443781062,161400,1272240,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
330,PINE4,3.18,0.2434,0.0,0.0,0.0,0.0,3596930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.75,0.63,0.0,750054000.0,-0.0811,0.0,-2.52,3.18,-0.41,3.19,3.1,3.59,1.96,3.09,460770431,Banco Pine SA Preference Shares,0.0,3.19,72579922,309100,1422750,Financeiro e Outros,Intermediários Financeiros,Bancos
331,PLAS3,16.9,0.0453,0.0,-0.89,-4.81,-30.07,280142.0,0.6,-0.1765,-0.249,-0.33,0.338,-1.62,-2.83,-2.01,-1.03,0.5,-203424000.0,0.5139,-0.136,-2.66,16.9,-8.41,16.93,16.45,20.0,4.0,16.0,204398168,Plascar Participacoes Industriais SA,0.0,16.92,12425418,4600,17620,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
332,PLPL3,6.7,0.0,0.0292,1.33,4.81,4.5,8568970.0,5.68,0.2989,0.1593,5.56,1.169,1.46,4.51,8.46,4.88,1.347,280150000.0,0.5776,0.3745,-0.9,6.7,0.8,6.74,6.64,9.99,5.21,6.54,1354216640,Plano & Plano Desenvolvimento Imblr SA,8.29,6.7,204256000,623600,1583196,Consumo Cíclico,Construção Civil,Incorporações
333,PMAM3,16.54,0.056,0.0,-5.41,-90.63,32.79,15739600.0,0.38,-0.0089,-0.148,-0.26,0.195,-0.29,-17.29,-1.03,-1.21,0.153,-593952000.0,1.1686,-0.0125,-1.75,16.54,-17.05,16.53,16.25,24.4,8.25,16.05,704010417,Paranapanema SA,0.0,16.53,43403849,96300,593453,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Cobre
334,PNVL3,20.33,0.0816,0.0067,0.63,45.14,16.87,18374600.0,1.94,0.0264,0.0215,15.49,1.367,4.44,40.58,49.74,3.03,1.07,1016160000.0,0.0609,0.049,-0.34,20.33,0.42,20.67,20.26,34.46,17.36,20.18,3066975042,Dimed SA Distribuidora de Medicamentos,48.79,20.55,137994700,380000,826103,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
335,PNVL4,20.18,0.0816,0.0074,0.63,44.84,16.76,268668.0,1.94,0.0264,0.0215,15.37,1.357,4.4,40.28,49.37,3.01,1.062,1016160000.0,0.0609,0.049,0.69,20.18,0.42,21.24,20.32,28.0,16.3,20.2,3063947357,Dimed SA Distribuidora de Medicamentos Preference Shares,48.94,20.73,13485690,2100,12800,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
336,POMO3,3.11,0.0899,0.0064,0.8,25.31,15.55,927871.0,1.81,0.0453,0.0186,-19.77,0.494,2.08,18.55,38.65,1.14,0.84,2588830000.0,0.0294,0.0348,-0.64,3.11,0.08,3.15,3.09,3.15,2.27,3.08,3025678662,Marcopolo SA,37.93,3.11,341625744,186700,367153,Bens Industriais,Material de Transporte,Material Rodoviário
337,POMO4,3.32,0.0899,0.006,0.8,26.56,16.32,16893300.0,1.81,0.0453,0.0186,-21.11,0.528,2.22,19.81,41.26,1.21,0.897,2588830000.0,0.0294,0.0348,-0.9,3.32,0.08,3.32,3.29,3.4,2.39,3.26,3025678662,Marcopolo SA Preference Shares,40.27,3.32,605267138,2054100,5985466,Bens Industriais,Material de Transporte,Material Rodoviário
